id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,chiffre_affaires,marge_brute_estimee,indicateur_retour,profit_net_estime,mois,nombre_commandes_par_client,valeur_vie_client
CMD100561,2025-12-05,C0503,Dakar,Beauté,Produit_Beauté_27,26.16,1,0.05,9.47,Paiement à la livraison,Google Ads,3.51,Livrée,24.852,12.426,0,-0.5540000000000003,2025-12,7,400.99319999999994
CMD100562,2025-11-18,C0044,Lomé,Beauté,Produit_Beauté_27,7.57,3,0.01,9.95,Mobile Money,Google Ads,3.14,Livrée,22.4829,11.24145,0,-1.848549999999999,2025-11,16,3414.8672
CMD100563,2025-08-21,C1632,Dakar,Électronique,Produit_Électronique_25,336.46,3,0.07,3.09,Carte,Instagram Ads,6.87,Livrée,938.7233999999999,187.74468,0,177.78467999999998,2025-08,1,938.7233999999999
CMD100564,2025-12-30,C0278,Kinshasa,Maison,Produit_Maison_37,78.14,1,0.01,4.42,Virement,Influenceur,14.39,Livrée,77.3586,27.075509999999998,0,8.265509999999999,2025-12,10,2977.2524
CMD100565,2025-11-06,C0138,Abidjan,Mode,Produit_Mode_39,27.57,1,0.18,4.55,Virement,Google Ads,3.85,Livrée,22.607400000000002,10.173330000000002,0,1.7733300000000018,2025-11,16,3844.4055
CMD100566,2025-08-26,C0398,Kinshasa,Électronique,Produit_Mode_34,29.78,2,0.07,7.11,Paiement à la livraison,Instagram Ads,6.01,Livrée,55.3908,11.07816,0,-2.0418399999999997,2025-08,13,2913.967
CMD100567,2025-09-30,C0476,Libreville,Électronique,Produit_Électronique_16,516.14,1,0.06,8.14,Carte,Influenceur,8.2,Livrée,485.17159999999996,97.03432,0,80.69431999999999,2025-09,5,1739.3031999999998
CMD100568,2025-12-16,C0273,Kinshasa,Maison,Produit_Maison_49,161.43,2,0.07,6.16,Carte,Influenceur,8.29,Livrée,300.2598,105.09092999999999,0,90.64093,2025-12,23,7627.3306
CMD100569,2025-08-26,C0198,Kinshasa,Mode,Produit_Mode_12,30.08,1,0.23,2.97,Mobile Money,Google Ads,3.53,Livrée,23.1616,10.42272,0,3.9227199999999995,2025-08,14,2585.2632
CMD100570,2025-08-30,C0377,Lomé,Maison,Produit_Maison_46,173.28,1,0.02,8.93,Carte,Email,1.76,Livrée,169.8144,59.43504,0,48.74504,2025-08,15,4027.2384
CMD100571,2025-12-27,C0290,Libreville,Maison,Produit_Maison_32,45.56,2,0.23,2.08,Mobile Money,Instagram Ads,10.0,Livrée,70.1624,24.55684,0,12.476840000000003,2025-12,21,3863.6962
CMD100572,2025-11-16,C0251,Douala,Électronique,Produit_Électronique_15,361.25,3,0.15,3.72,Carte,Instagram Ads,10.5,Annulée,0.0,0.0,0,-14.22,2025-11,19,4722.7147
CMD100573,2025-12-02,C0269,Kinshasa,Électronique,Produit_Électronique_40,471.34,3,0.17,9.2,Virement,Instagram Ads,14.03,Livrée,1173.6365999999998,234.72731999999996,0,211.49731999999997,2025-12,18,6242.7876
CMD100574,2025-08-21,C0697,Dakar,Maison,Produit_Maison_4,97.12,2,0.07,8.61,Virement,Email,1.05,Livrée,180.6432,63.22512,0,53.56512,2025-08,3,232.75560000000002
CMD100575,2025-07-06,C0360,Lomé,Mode,Produit_Mode_34,40.15,3,0.16,4.42,Carte,Instagram Ads,6.42,Livrée,101.17799999999998,45.53009999999999,0,34.69009999999999,2025-07,15,4893.2763
CMD100576,2025-10-02,C0765,Brazzaville,Beauté,Produit_Beauté_38,16.38,2,0.23,8.22,Paiement à la livraison,Instagram Ads,8.12,Livrée,25.225199999999997,12.612599999999999,0,-3.727400000000001,2025-10,4,410.55109999999996
CMD100577,2025-07-26,C0165,Abidjan,Mode,Produit_Mode_47,55.54,3,0.14,7.83,Mobile Money,Instagram Ads,11.01,Livrée,143.2932,64.48194000000001,0,45.64194000000001,2025-07,11,3999.1617999999994
CMD100578,2025-10-20,C1967,Abidjan,Mode,Produit_Mode_12,44.1,2,0.06,2.65,Virement,Google Ads,5.73,Livrée,82.908,37.3086,0,28.9286,2025-10,1,82.908
CMD100579,2025-12-29,C1420,Brazzaville,Électronique,Produit_Électronique_15,238.33,3,0.09,5.37,Virement,Google Ads,4.93,Livrée,650.6409,130.12818000000001,0,119.82818,2025-12,4,2044.101
CMD100580,2025-12-18,C0089,Kinshasa,Électronique,Produit_Électronique_9,575.87,1,0.11,2.58,Virement,Instagram Ads,11.45,Livrée,512.5243,102.50486000000001,0,88.47486,2025-12,18,4880.4629
CMD100581,2025-08-15,C1943,Brazzaville,Électronique,Produit_Électronique_50,342.66,1,0.3,5.57,Paiement à la livraison,Instagram Ads,6.75,Livrée,239.862,47.9724,0,35.6524,2025-08,3,1141.5306
CMD100582,2025-11-23,C0308,Brazzaville,Mode,Produit_Mode_41,36.45,3,0.17,4.85,Mobile Money,Instagram Ads,7.4,Livrée,90.76050000000001,40.842225000000006,0,28.592225000000006,2025-11,20,3853.1412
CMD100583,2025-11-22,C0254,Douala,Électronique,Produit_Électronique_23,463.07,2,0.03,7.93,Mobile Money,Google Ads,4.05,Livrée,898.3557999999999,179.67116,0,167.69115999999997,2025-11,15,3649.3196
CMD100584,2025-09-20,C0045,Brazzaville,Beauté,Produit_Beauté_29,26.86,3,0.11,4.24,Virement,Instagram Ads,9.6,Livrée,71.7162,35.8581,0,22.018099999999997,2025-09,14,4615.473099999999
CMD100585,2025-07-03,C0127,Kinshasa,Mode,Produit_Mode_17,53.52,1,0.21,5.55,Virement,Google Ads,5.81,Livrée,42.280800000000006,19.026360000000004,0,7.666360000000004,2025-07,14,3056.8015
CMD100586,2025-07-28,C0098,Abidjan,Maison,Produit_Maison_11,176.37,2,0.01,9.53,Paiement à la livraison,Influenceur,12.19,Livrée,349.2126,122.22440999999999,0,100.50441,2025-07,10,3424.3961
CMD100587,2025-10-14,C0193,Abidjan,Électronique,Produit_Électronique_7,427.84,3,0.1,6.04,Paiement à la livraison,Instagram Ads,9.25,Livrée,1155.1680000000001,231.03360000000004,0,215.74360000000004,2025-10,21,5925.8107
CMD100588,2025-10-31,C1183,Douala,Maison,Produit_Maison_29,72.84,2,0.25,5.93,Mobile Money,Instagram Ads,9.93,Livrée,109.26,38.241,0,22.381,2025-10,3,513.15
CMD100589,2025-07-19,C0068,Dakar,Électronique,Produit_Électronique_17,373.64,1,0.29,7.25,Virement,Instagram Ads,13.74,Livrée,265.2844,53.05688000000001,0,32.066880000000005,2025-07,11,2884.8441999999995
CMD100590,2025-07-27,C0087,Kinshasa,Électronique,Produit_Électronique_47,194.83,2,0.07,7.77,Mobile Money,Instagram Ads,5.33,Livrée,362.3838,72.47676,0,59.376760000000004,2025-07,15,5106.599200000001
CMD100591,2025-07-20,C0047,Dakar,Électronique,Produit_Électronique_46,333.16,1,0.22,6.3,Paiement à la livraison,Instagram Ads,14.49,Livrée,259.8648,51.97296,0,31.18296,2025-07,16,4264.5471
CMD100592,2025-07-08,C0334,Libreville,Électronique,Produit_Électronique_11,484.74,2,0.08,6.32,Paiement à la livraison,Email,1.47,Livrée,891.9216,178.38432,0,170.59432,2025-07,19,3901.9179
CMD100593,2025-07-14,C0105,Dakar,Beauté,Produit_Beauté_45,34.53,3,0.06,5.07,Paiement à la livraison,Email,0.79,Livrée,97.3746,48.6873,0,42.8273,2025-07,20,3851.3565
CMD100594,2025-11-19,C1494,Dakar,Mode,Produit_Mode_20,16.26,2,0.15,6.19,Virement,Instagram Ads,9.44,Livrée,27.642000000000003,12.438900000000002,0,-3.191099999999998,2025-11,1,27.642000000000003
CMD100595,2025-08-30,C0201,Dakar,Maison,Produit_Maison_10,152.67,3,0.0,8.84,Paiement à la livraison,Email,1.71,Livrée,458.01,160.30349999999999,0,149.75349999999997,2025-08,15,5649.3962
CMD100596,2025-07-14,C0218,Kinshasa,Beauté,Produit_Beauté_13,29.16,3,0.26,7.9,Paiement à la livraison,Instagram Ads,11.31,Livrée,64.7352,32.3676,0,13.157600000000004,2025-07,16,5117.3332
CMD100597,2025-07-25,C0087,Douala,Mode,Produit_Mode_8,46.39,1,0.07,8.73,Paiement à la livraison,Instagram Ads,14.99,Livrée,43.1427,19.414215,0,-4.305785000000002,2025-07,15,5106.599200000001
CMD100598,2025-09-17,C0964,Libreville,Mode,Produit_Mode_6,38.14,2,0.07,4.69,Virement,Email,1.44,Livrée,70.9404,31.92318,0,25.793179999999996,2025-09,2,225.6384
CMD100599,2025-12-12,C0094,Brazzaville,Électronique,Produit_Beauté_24,23.31,1,0.1,6.69,Paiement à la livraison,Email,1.16,Livrée,20.979,4.1958,0,-3.6542000000000003,2025-12,17,3990.9307000000003
CMD100600,2025-08-17,C0134,Lomé,Électronique,Produit_Électronique_15,294.23,3,0.12,7.41,Virement,Instagram Ads,13.81,Livrée,776.7672,155.35344,0,134.13344,2025-08,21,6317.4749
CMD100602,2025-12-19,C0277,Dakar,Électronique,Produit_Électronique_36,375.92,3,0.09,5.77,Mobile Money,Influenceur,10.56,Livrée,1026.2616,205.25232000000003,0,188.92232,2025-12,13,4633.2909
CMD100603,2025-07-16,C1676,Kinshasa,Électronique,Produit_Électronique_37,444.1,3,0.09,9.27,Paiement à la livraison,Instagram Ads,11.95,Livrée,1212.3930000000003,242.47860000000006,0,221.25860000000006,2025-07,4,2356.2212000000004
CMD100604,2025-08-30,C0040,Lomé,Électronique,Produit_Électronique_33,385.46,1,0.04,6.29,Carte,Email,1.28,Livrée,370.04159999999996,74.00832,0,66.43831999999999,2025-08,19,5048.1202
CMD100605,2025-11-24,C1639,Abidjan,Maison,Produit_Maison_8,156.3,3,0.2,6.72,Mobile Money,Instagram Ads,5.57,Livrée,375.12000000000006,131.292,0,119.00200000000001,2025-11,4,612.8174
CMD100606,2025-10-23,C0085,Kinshasa,Mode,Produit_Mode_9,43.63,2,0.19,6.45,Mobile Money,Email,0.76,Livrée,70.68060000000001,31.806270000000005,0,24.596270000000004,2025-10,17,4530.4989
CMD100607,2025-07-11,C0349,Abidjan,Beauté,Produit_Beauté_39,9.63,3,0.05,2.68,Mobile Money,Google Ads,7.53,Livrée,27.4455,13.72275,0,3.5127499999999996,2025-07,25,6865.0472
CMD100608,2025-09-05,C0372,Lomé,Mode,Produit_Mode_6,39.6,3,0.17,5.45,Carte,Instagram Ads,7.63,Livrée,98.604,44.3718,0,31.2918,2025-09,11,2150.7415
CMD100609,2025-10-08,C0282,Abidjan,Électronique,Produit_Électronique_34,375.34000000000003,1,0.11,4.37,Virement,Instagram Ads,9.18,Livrée,334.05260000000004,66.81052000000001,0,53.260520000000014,2025-10,19,4623.7418
CMD100610,2025-10-26,C0025,Abidjan,Mode,Produit_Mode_8,58.79,3,0.07,7.17,Paiement à la livraison,Instagram Ads,14.33,Livrée,164.0241,73.810845,0,52.310845,2025-10,14,2528.4906
CMD100611,2025-10-15,C0290,Kinshasa,Maison,Produit_Maison_7,88.84,3,0.06,9.01,Carte,Email,1.81,Livrée,250.52879999999996,87.68507999999999,0,76.86507999999998,2025-10,21,3863.6962
CMD100612,2025-11-22,C1609,Kinshasa,Maison,Produit_Maison_27,119.76,2,0.14,7.42,Virement,Instagram Ads,10.43,Livrée,205.9872,72.09552,0,54.24551999999999,2025-11,3,412.51730000000003
CMD100613,2025-09-06,C0248,Douala,Beauté,Produit_Beauté_18,38.07,2,0.04,5.03,Mobile Money,Google Ads,5.86,Livrée,73.0944,36.5472,0,25.657199999999996,2025-09,18,6660.048
CMD100614,2025-10-12,C0311,Douala,Mode,Produit_Mode_22,70.21,1,0.11,2.71,Paiement à la livraison,Instagram Ads,12.09,Livrée,62.4869,28.119105,0,13.319105,2025-10,17,4469.4924
CMD100615,2025-12-24,C0381,Kinshasa,Mode,Produit_Mode_24,48.43,1,0.27,8.29,Virement,Email,1.62,Livrée,35.353899999999996,15.909254999999998,0,5.999254999999999,2025-12,11,1609.6067
CMD100616,2025-07-06,C0155,Douala,Électronique,Produit_Électronique_15,375.34000000000003,2,0.15,9.11,Carte,Instagram Ads,6.55,Livrée,638.0780000000001,127.61560000000003,0,111.95560000000003,2025-07,17,4307.5749
CMD100617,2025-08-04,C0380,Kinshasa,Mode,Produit_Mode_18,57.24,2,0.19,2.59,Virement,Instagram Ads,13.62,Livrée,92.7288,41.72796,0,25.51796000000001,2025-08,17,2582.6647000000003
CMD100618,2025-10-15,C0182,Kinshasa,Maison,Produit_Maison_27,139.02,1,0.02,5.72,Mobile Money,Email,0.76,Livrée,136.2396,47.683859999999996,0,41.20386,2025-10,19,5375.507799999999
CMD100619,2025-11-02,C1776,Douala,Électronique,Produit_Électronique_5,190.37,2,0.29,4.11,Mobile Money,Instagram Ads,10.44,Retournée,270.3254,54.06508,1,-14.549999999999997,2025-11,3,364.8758
CMD100620,2025-09-18,C0826,Douala,Électronique,Produit_Électronique_12,375.34000000000003,2,0.05,6.03,Carte,Google Ads,4.78,Livrée,713.1460000000001,142.62920000000003,0,131.81920000000002,2025-09,3,1279.3272000000002
CMD100621,2025-08-19,C0411,Dakar,Mode,Produit_Mode_3,46.32,2,0.29,3.0,Mobile Money,Google Ads,5.05,Livrée,65.7744,29.598480000000002,0,21.54848,2025-08,3,105.1386
CMD100622,2025-10-25,C0184,Dakar,Électronique,Produit_Électronique_24,294.86,3,0.07,5.71,Virement,Instagram Ads,10.27,Livrée,822.6594,164.53188,0,148.55187999999998,2025-10,20,8476.5419
CMD100623,2025-10-27,C0325,Lomé,Mode,Produit_Mode_16,27.13,3,0.26,7.33,Carte,Influenceur,4.87,Livrée,60.2286,27.10287,0,14.902869999999997,2025-10,15,3406.9066000000003
CMD100624,2025-10-04,C0228,Douala,Beauté,Produit_Beauté_23,25.43,2,0.07,3.72,Virement,Influenceur,19.45,Livrée,47.2998,23.6499,0,0.47990000000000066,2025-10,9,2190.4299
CMD100626,2025-07-08,C0083,Abidjan,Mode,Produit_Mode_15,44.66,3,0.28,3.55,Mobile Money,Influenceur,18.55,Livrée,96.4656,43.40952,0,21.309520000000003,2025-07,12,3006.4870000000005
CMD100627,2025-12-13,C0105,Abidjan,Mode,Produit_Mode_33,29.24,1,0.26,2.86,Paiement à la livraison,Email,1.08,Livrée,21.6376,9.73692,0,5.79692,2025-12,20,3851.3565
CMD100629,2025-08-03,C1231,Douala,Maison,Produit_Maison_46,95.77,1,0.03,5.89,Virement,Google Ads,5.39,Livrée,92.89689999999999,32.513915,0,21.233914999999996,2025-08,3,360.7438
CMD100630,2025-12-29,C0867,Kinshasa,Maison,Produit_Maison_30,166.34,3,0.02,9.21,Virement,Influenceur,11.37,Livrée,489.03959999999995,171.16385999999997,0,150.58385999999996,2025-12,3,1302.2072
CMD100631,2025-09-03,C0154,Abidjan,Maison,Produit_Maison_38,124.66,2,0.01,7.44,Paiement à la livraison,Email,1.7,Livrée,246.8268,86.38937999999999,0,77.24937999999999,2025-09,12,2379.8552
CMD100633,2025-12-13,C0144,Abidjan,Électronique,Produit_Électronique_31,491.26,3,0.07,3.38,Carte,Google Ads,7.06,Livrée,1370.6154,274.12308,0,263.68308,2025-12,18,3415.1749
CMD100634,2025-07-17,C0141,Cotonou,Maison,Produit_Maison_17,200.57,1,0.06,9.58,Virement,Google Ads,5.14,Livrée,188.5358,65.98752999999999,0,51.267529999999994,2025-07,16,3983.1267
CMD100635,2025-12-15,C1827,Abidjan,Mode,Produit_Mode_10,49.56,1,0.24,2.58,Mobile Money,Instagram Ads,8.06,Livrée,37.665600000000005,16.949520000000003,0,6.309520000000003,2025-12,4,562.8648000000001
CMD100636,2025-11-10,C1842,Cotonou,Mode,Produit_Mode_43,46.8,3,0.24,4.88,Paiement à la livraison,Instagram Ads,9.74,Retournée,106.70399999999998,48.01679999999999,1,-14.620000000000005,2025-11,2,267.957
CMD100637,2025-09-20,C1477,Dakar,Mode,Produit_Mode_19,28.61,3,0.18,5.37,Paiement à la livraison,Instagram Ads,8.19,Retournée,70.3806,31.67127,1,-13.560000000000002,2025-09,2,142.0578
CMD100638,2025-09-05,C0828,Libreville,Beauté,Produit_Beauté_38,22.83,3,0.2,7.99,Carte,Instagram Ads,5.61,Livrée,54.792,27.396,0,13.796,2025-09,2,156.4919
CMD100639,2025-12-29,C1671,Lomé,Maison,Produit_Maison_44,164.4,1,0.1,9.02,Mobile Money,Google Ads,4.63,Livrée,147.96,51.786,0,38.136,2025-12,2,203.7521
CMD100640,2025-11-14,C0974,Lomé,Électronique,Produit_Électronique_33,519.04,1,0.11,9.29,Virement,Instagram Ads,5.83,Livrée,461.94559999999996,92.38911999999999,0,77.26912,2025-11,4,1217.2149
CMD100641,2025-09-15,C1721,Dakar,Mode,Produit_Mode_19,34.5,3,0.15,8.69,Mobile Money,Google Ads,4.94,Livrée,87.975,39.58875,0,25.95875,2025-09,2,117.4044
CMD100642,2025-07-25,C0379,Dakar,Électronique,Produit_Électronique_44,443.71,3,0.09,6.41,Mobile Money,Email,0.62,Livrée,1211.3283,242.26566,0,235.23566,2025-07,25,8995.6496
CMD100643,2025-09-24,C0455,Brazzaville,Beauté,Produit_Beauté_27,15.9,1,0.04,2.08,Virement,Google Ads,6.08,Livrée,15.264,7.632,0,-0.5280000000000005,2025-09,3,800.0782
CMD100644,2025-09-23,C0299,Abidjan,Beauté,Produit_Beauté_31,19.3,3,0.03,5.16,Carte,Google Ads,6.32,Livrée,56.163000000000004,28.081500000000002,0,16.6015,2025-09,22,6549.52555
CMD100645,2025-07-14,C1195,Kinshasa,Mode,Produit_Mode_31,71.76,2,0.22,8.64,Carte,Instagram Ads,12.85,Livrée,111.94560000000001,50.37552000000001,0,28.885520000000007,2025-07,2,207.6384
CMD100646,2025-08-19,C0348,Douala,Mode,Produit_Mode_10,40.15,1,0.19,5.49,Carte,Email,1.19,Livrée,32.5215,14.634675000000001,0,7.954675000000002,2025-08,16,7836.728
CMD100647,2025-08-05,C0701,Kinshasa,Mode,Produit_Mode_10,13.91,3,0.1,6.99,Paiement à la livraison,Instagram Ads,6.55,Livrée,37.557,16.900650000000002,0,3.3606500000000024,2025-08,3,132.8168
CMD100648,2025-09-19,C0369,Douala,Électronique,Produit_Électronique_21,435.64,1,0.07,7.18,Mobile Money,Email,1.65,Livrée,405.1452,81.02904000000001,0,72.19904,2025-09,24,7385.9844
CMD100649,2025-12-10,C0231,Dakar,Électronique,Produit_Électronique_37,247.07,3,0.06,2.35,Mobile Money,Instagram Ads,14.95,Livrée,696.7374,139.34748,0,122.04748,2025-12,17,5779.3746
CMD100650,2025-08-10,C0390,Abidjan,Mode,Produit_Mode_40,46.77,3,0.05,2.54,Mobile Money,Influenceur,8.19,Livrée,133.2945,59.982525,0,49.252525000000006,2025-08,17,5992.0563999999995
CMD100651,2025-10-20,C0826,Kinshasa,Électronique,Produit_Électronique_25,518.84,1,0.07,9.26,Paiement à la livraison,Email,1.11,Livrée,482.5212,96.50424000000001,0,86.13424,2025-10,3,1279.3272000000002
CMD100652,2025-07-02,C0102,Kinshasa,Beauté,Produit_Beauté_21,30.28,3,0.05,2.56,Carte,Google Ads,3.41,Livrée,86.298,43.149,0,37.179,2025-07,19,3923.2406
CMD100653,2025-11-13,C0346,Kinshasa,Mode,Produit_Mode_15,66.5,2,0.17,8.93,Mobile Money,Instagram Ads,11.71,Retournée,110.39,49.6755,1,-20.64,2025-11,12,3085.6225
CMD100654,2025-12-25,C0639,Dakar,Beauté,Produit_Beauté_33,27.81,2,0.07,8.16,Paiement à la livraison,Influenceur,13.89,Livrée,51.7266,25.8633,0,3.813299999999998,2025-12,2,148.9338
CMD100655,2025-11-28,C0033,Brazzaville,Électronique,Produit_Électronique_19,343.59,2,0.06,7.9,Virement,Google Ads,6.65,Livrée,645.9491999999999,129.18983999999998,0,114.63983999999996,2025-11,18,6641.0533000000005
CMD100656,2025-10-25,C1221,Cotonou,Électronique,Produit_Électronique_44,52.57,3,0.01,4.77,Paiement à la livraison,Google Ads,7.52,Livrée,156.1329,31.226580000000002,0,18.936580000000003,2025-10,4,1236.9787
CMD100657,2025-08-04,C0250,Abidjan,Beauté,Produit_Beauté_11,24.84,2,0.1,3.08,Mobile Money,Influenceur,19.7,Livrée,44.712,22.356,0,-0.42399999999999594,2025-08,20,5844.24
CMD100658,2025-10-12,C0114,Douala,Mode,Produit_Mode_38,1.44,2,0.18,3.41,Carte,Instagram Ads,11.05,Livrée,2.3616,1.06272,0,-13.39728,2025-10,21,8915.4355
CMD100659,2025-11-07,C0187,Douala,Maison,Produit_Maison_41,40.98,1,0.17,2.66,Paiement à la livraison,Instagram Ads,7.65,Livrée,34.0134,11.904689999999999,0,1.5946899999999982,2025-11,14,5974.0461
CMD100660,2025-09-04,C1276,Abidjan,Maison,Produit_Maison_43,5.76,3,0.25,3.18,Carte,Instagram Ads,9.56,Retournée,12.96,4.536,1,-12.74,2025-09,2,56.5542
CMD100661,2025-07-28,C0040,Douala,Mode,Produit_Mode_27,33.51,1,0.05,9.74,Carte,Instagram Ads,10.49,Annulée,0.0,0.0,0,-20.23,2025-07,19,5048.1202
CMD100662,2025-10-22,C0280,Cotonou,Électronique,Produit_Électronique_14,666.99,2,0.01,3.14,Mobile Money,Email,0.93,Livrée,1320.6402,264.12804,0,260.05804,2025-10,21,5386.5334
CMD100663,2025-12-25,C0019,Kinshasa,Beauté,Produit_Beauté_43,36.88,1,0.08,2.38,Carte,Email,0.68,Livrée,33.9296,16.9648,0,13.904800000000002,2025-12,14,3039.6736
CMD100664,2025-11-11,C0310,Cotonou,Électronique,Produit_Beauté_7,28.16,1,0.08,9.86,Paiement à la livraison,Email,1.44,Livrée,25.9072,5.18144,0,-6.118559999999999,2025-11,25,6182.3563
CMD100666,2025-08-20,C1593,Douala,Électronique,Produit_Mode_23,19.48,2,0.06,9.94,Mobile Money,Instagram Ads,5.72,Livrée,36.6224,7.32448,0,-8.335519999999999,2025-08,2,120.9164
CMD100667,2025-12-28,C0082,Kinshasa,Beauté,Produit_Beauté_14,16.15,1,0.21,9.59,Paiement à la livraison,Instagram Ads,7.08,Livrée,12.7585,6.37925,0,-10.29075,2025-12,23,7351.238149999999
CMD100668,2025-12-24,C0677,Dakar,Maison,Produit_Maison_43,70.21,2,0.07,4.34,Carte,Influenceur,14.09,Livrée,130.59059999999997,45.70670999999999,0,27.276709999999984,2025-12,3,489.3596
CMD100670,2025-07-24,C0153,Kinshasa,Mode,Produit_Mode_17,29.05,1,0.18,3.72,Carte,Instagram Ads,9.82,Livrée,23.821,10.71945,0,-2.820550000000001,2025-07,17,2285.4867
CMD100671,2025-12-12,C0151,Kinshasa,Maison,Produit_Maison_7,198.98,2,0.06,8.27,Carte,Email,0.58,Livrée,374.08239999999995,130.92883999999998,0,122.07883999999999,2025-12,17,3920.9179
CMD100672,2025-08-14,C1745,Kinshasa,Maison,Produit_Maison_28,171.58,3,0.05,9.53,Virement,Email,1.18,Livrée,489.003,171.15105,0,160.44105,2025-08,2,565.7494
CMD100673,2025-07-30,C0388,Kinshasa,Mode,Produit_Mode_9,40.53,1,0.24,7.64,Carte,Instagram Ads,14.85,Livrée,30.8028,13.861260000000001,0,-8.628739999999997,2025-07,15,3222.1389
CMD100674,2025-12-17,C0673,Douala,Mode,Produit_Mode_47,38.98,2,0.1,4.38,Virement,Instagram Ads,10.15,Livrée,70.164,31.573800000000002,0,17.043800000000005,2025-12,1,70.164
CMD100676,2025-10-25,C0197,Douala,Maison,Produit_Maison_42,75.41,1,0.0,6.71,Paiement à la livraison,Influenceur,6.93,Livrée,75.41,26.393499999999996,0,12.753499999999995,2025-10,15,5067.001499999999
CMD100677,2025-08-12,C0356,Dakar,Mode,Produit_Mode_7,57.95,3,0.05,5.75,Mobile Money,Instagram Ads,11.9,Livrée,165.15750000000003,74.32087500000002,0,56.67087500000002,2025-08,20,6551.0339
CMD100678,2025-10-15,C0988,Douala,Mode,Produit_Mode_40,22.33,3,0.07,7.5,Mobile Money,Instagram Ads,9.34,Livrée,62.30069999999999,28.035314999999997,0,11.195314999999997,2025-10,2,115.91029999999999
CMD100679,2025-10-06,C1252,Abidjan,Maison,Produit_Maison_31,263.98,1,0.23,5.75,Mobile Money,Instagram Ads,6.96,Retournée,203.26460000000003,71.14261,1,-12.71,2025-10,1,203.26460000000003
CMD100680,2025-11-02,C0210,Kinshasa,Mode,Produit_Mode_17,56.24,3,0.17,3.69,Carte,Instagram Ads,6.93,Livrée,140.0376,63.01692,0,52.39692,2025-11,17,2310.8251999999998
CMD100681,2025-12-15,C0360,Abidjan,Électronique,Produit_Électronique_43,248.99,1,0.08,8.74,Mobile Money,Influenceur,16.35,Livrée,229.07080000000002,45.81416000000001,0,20.724160000000005,2025-12,15,4893.2763
CMD100682,2025-09-25,C0352,Kinshasa,Beauté,Produit_Beauté_28,21.57,2,0.03,5.24,Carte,Email,1.81,Livrée,41.8458,20.9229,0,13.872899999999998,2025-09,14,7815.4137
CMD100683,2025-12-17,C0986,Abidjan,Électronique,Produit_Électronique_10,456.33,1,0.06,8.68,Paiement à la livraison,Google Ads,5.79,Livrée,428.95019999999994,85.79003999999999,0,71.32003999999999,2025-12,3,621.3005999999999
CMD100684,2025-11-20,C1255,Dakar,Maison,Produit_Maison_33,119.76,3,0.05,8.97,Mobile Money,Influenceur,4.2,Livrée,341.31600000000003,119.4606,0,106.2906,2025-11,3,1006.7688
CMD100685,2025-10-29,C1780,Abidjan,Mode,Produit_Mode_21,21.22,2,0.07,9.66,Paiement à la livraison,Google Ads,7.39,Livrée,39.469199999999994,17.761139999999997,0,0.7111399999999977,2025-10,3,299.4567
CMD100686,2025-08-31,C0142,Libreville,Maison,Produit_Maison_36,137.16,3,0.09,7.35,Mobile Money,Email,0.61,Livrée,374.44680000000005,131.05638000000002,0,123.09638000000002,2025-08,20,6505.5636
CMD100687,2025-12-12,C0120,Cotonou,Beauté,Produit_Beauté_37,31.37,1,0.1,6.49,Paiement à la livraison,Instagram Ads,7.25,Livrée,28.233,14.1165,0,0.37650000000000006,2025-12,29,9514.3431
CMD100688,2025-10-23,C0255,Kinshasa,Électronique,Produit_Électronique_32,467.8,2,0.08,4.96,Carte,Google Ads,6.93,Livrée,860.7520000000001,172.15040000000002,0,160.2604,2025-10,13,3837.8998
CMD100689,2025-12-15,C0206,Douala,Beauté,Produit_Beauté_6,24.94,2,0.1,2.68,Carte,Instagram Ads,10.85,Livrée,44.892,22.446,0,8.916000000000002,2025-12,12,3422.1185
CMD100691,2025-12-19,C0174,Kinshasa,Maison,Produit_Maison_15,120.03,2,0.02,6.0,Carte,Email,1.41,Livrée,235.2588,82.34058,0,74.93058,2025-12,20,5362.69
CMD100692,2025-10-25,C0392,Douala,Maison,Produit_Maison_46,153.2,3,0.05,7.76,Virement,Email,1.6,Livrée,436.61999999999995,152.81699999999998,0,143.457,2025-10,16,3871.2599
CMD100693,2025-10-24,C0388,Cotonou,Mode,Produit_Mode_22,22.65,1,0.06,2.07,Carte,Google Ads,3.74,Livrée,21.290999999999997,9.58095,0,3.770949999999999,2025-10,15,3222.1389
CMD100694,2025-09-29,C1975,Douala,Électronique,Produit_Électronique_45,454.38,1,0.04,5.34,Virement,Google Ads,5.67,Livrée,436.2048,87.24096,0,76.23096,2025-09,3,716.4954
CMD100695,2025-07-28,C0084,Douala,Beauté,Produit_Beauté_7,26.87,1,0.09,8.48,Paiement à la livraison,Email,1.78,Livrée,24.451700000000002,12.225850000000001,0,1.9658500000000008,2025-07,16,2899.0917
CMD100696,2025-09-04,C0384,Kinshasa,Mode,Produit_Mode_14,26.53,3,0.2,7.0,Paiement à la livraison,Instagram Ads,14.04,Livrée,63.672000000000004,28.652400000000004,0,7.6124000000000045,2025-09,18,6145.8629
